subscriber_id,billing_month,billed_amount
S-65373,2025-12,17.42
S-65374,2025-12,39.0
S-65375,2025-12,11.13
S-65378,2025-12,55.0
S-65379,2025-12,55.0
S-65380,2025-12,35.0
S-65382,2025-12,45.0
S-65383,2025-12,87.0
S-65385,2025-12,89.0
S-65386,2025-12,60.64
S-65387,2025-12,53.76
S-65389,2025-12,38.22
S-65391,2025-12,37.39
S-65392,2025-12,55.0
S-65394,2025-12,56.49
S-65395,2025-12,61.84
S-65398,2025-12,69.0
S-65400,2025-12,35.0
S-65401,2025-12,12.17
S-65402,2025-12,69.0
S-65404,2025-12,63.0
S-65405,2025-12,57.85
S-65407,2025-12,43.31
S-65409,2025-12,35.0
S-65410,2025-12,109.0
S-65411,2025-12,57.85
S-65412,2025-12,35.35
S-65413,2025-12,69.0
S-65415,2025-12,43.75
S-65416,2025-12,41.74
S-65417,2025-12,39.0
S-65418,2025-12,57.87
S-65419,2025-12,49.0
S-65420,2025-12,45.0
S-65422,2025-12,35.21
S-65423,2025-12,49.0
S-65424,2025-12,35.0
S-65426,2025-12,29.75
S-65427,2025-12,67.15
S-65428,2025-12,58.65
S-65429,2025-12,89.0
S-65430,2025-12,55.0
S-65431,2025-12,43.23
S-65432,2025-12,41.71
S-65433,2025-12,41.86
S-65434,2025-12,69.0
S-65437,2025-12,42.0
S-65440,2025-12,69.0
S-65442,2025-12,89.0
S-65443,2025-12,89.0
S-65444,2025-12,66.0
S-65446,2025-12,56.1
S-65448,2025-12,69.0
S-65452,2025-12,69.0
S-65453,2025-12,69.0
S-65457,2025-12,53.0
S-65459,2025-12,38.45
S-65460,2025-12,72.17
S-65461,2025-12,83.0
S-65463,2025-12,39.92
S-65464,2025-12,75.02
S-65468,2025-12,57.85
S-65469,2025-12,35.0
S-65470,2025-12,55.0
S-65471,2025-12,56.29
S-65472,2025-12,46.0
S-65473,2025-12,129.0
S-65474,2025-12,55.0
S-65475,2025-12,55.0
S-65476,2025-12,32.0
S-65477,2025-12,69.0
S-65478,2025-12,69.0
S-65481,2025-12,89.0
S-65485,2025-12,37.0
S-65486,2025-12,76.73
S-65488,2025-12,55.0
S-65489,2025-12,32.51
S-65490,2025-12,42.0
S-65491,2025-12,69.0
S-65492,2025-12,89.0
S-65493,2025-12,56.05
S-65495,2025-12,49.0
S-65497,2025-12,60.96
S-65498,2025-12,58.47
S-65499,2025-12,69.0
S-65500,2025-12,21.46
S-65504,2025-12,35.0
S-65511,2025-12,50.03
S-65513,2025-12,89.0
S-65516,2025-12,48.74
S-65520,2025-12,39.61
S-65521,2025-12,76.69
S-65522,2025-12,45.0
S-65524,2025-12,89.0
S-65525,2025-12,39.0
S-65526,2025-12,44.15
S-65528,2025-12,39.0
S-65530,2025-12,59.7
S-65531,2025-12,70.89
S-65532,2025-12,69.0
S-65534,2025-12,67.43
S-65536,2025-12,39.0
S-65539,2025-12,49.0
S-65540,2025-12,69.0
S-65541,2025-12,63.0
S-65543,2025-12,57.85
S-65544,2025-12,55.8
S-65549,2025-12,49.0
S-65554,2025-12,39.0
S-65555,2025-12,49.0
S-65556,2025-12,45.0
S-65557,2025-12,45.0
S-65558,2025-12,69.0
S-65559,2025-12,49.0
S-65560,2025-12,49.42
S-65561,2025-12,55.0
S-65565,2025-12,55.0
S-65567,2025-12,50.88
S-65568,2025-12,42.0
S-65569,2025-12,89.0
S-65570,2025-12,55.0
S-65571,2025-12,34.91
S-65572,2025-12,69.0
S-65573,2025-12,79.0
S-65575,2025-12,69.0
S-65576,2025-12,69.0
S-65577,2025-12,76.36
S-65578,2025-12,42.0
S-65580,2025-12,46.75
S-65582,2025-12,51.02
S-65586,2025-12,57.85
S-65587,2025-12,69.0
S-65588,2025-12,42.0
S-65589,2025-12,74.37
S-65591,2025-12,72.91
S-65592,2025-12,89.0
S-65594,2025-12,89.0
S-65595,2025-12,41.0
S-65597,2025-12,39.0
S-65598,2025-12,69.0
S-65599,2025-12,34.85
S-65601,2025-12,42.0
S-65603,2025-12,69.0
S-65604,2025-12,49.0
S-65605,2025-12,37.0
S-65609,2025-12,71.06
S-65610,2025-12,44.21
S-65614,2025-12,36.02
S-65619,2025-12,49.17
S-65620,2025-12,53.55
S-65621,2025-12,87.0
S-65622,2025-12,42.0
S-65623,2025-12,31.45
S-65624,2025-12,69.0
S-65626,2025-12,39.0
S-65627,2025-12,34.0
S-65628,2025-12,12.42
S-65629,2025-12,35.0
S-65630,2025-12,44.54
S-65631,2025-12,75.75
S-65633,2025-12,34.0
S-65634,2025-12,57.0
S-65637,2025-12,57.85
S-65638,2025-12,55.0
S-65641,2025-12,70.16
S-65642,2025-12,49.0
S-65643,2025-12,69.0
S-65645,2025-12,55.0
S-65646,2025-12,46.0
S-65648,2025-12,41.0
S-65653,2025-12,35.0
S-65654,2025-12,39.91
S-65656,2025-12,70.69
S-65658,2025-12,35.0
S-65660,2025-12,69.0
S-65661,2025-12,69.0
S-65662,2025-12,49.0
S-65663,2025-12,67.49
S-65665,2025-12,89.0
S-65666,2025-12,39.64
S-65668,2025-12,37.58
S-65670,2025-12,89.0
S-65672,2025-12,55.0
S-65673,2025-12,39.0
S-65674,2025-12,35.0
S-65675,2025-12,31.0
S-65676,2025-12,42.0
S-65677,2025-12,57.11
S-65678,2025-12,55.0
S-65682,2025-12,42.0
S-65683,2025-12,34.77
S-65685,2025-12,31.0
S-65687,2025-12,95.08
S-65689,2025-12,31.0
S-65690,2025-12,69.0
S-65691,2025-12,16.77
S-65697,2025-12,54.05
S-65699,2025-12,44.0
S-65700,2025-12,39.92
S-65702,2025-12,39.0
S-65703,2025-12,42.39
S-65707,2025-12,35.0
S-65709,2025-12,59.31
S-65710,2025-12,63.0
S-65711,2025-12,39.18
S-65712,2025-12,42.0
S-65713,2025-12,42.0
S-65714,2025-12,69.0
S-65716,2025-12,39.0
S-65718,2025-12,34.09
S-65719,2025-12,35.56
S-65721,2025-12,35.0
S-65722,2025-12,72.85
S-65723,2025-12,72.98
S-65725,2025-12,57.53
S-65727,2025-12,57.1
S-65730,2025-12,26.0
S-65731,2025-12,69.0
S-65733,2025-12,42.0
S-65735,2025-12,35.7
S-65737,2025-12,52.25
S-65740,2025-12,69.9
S-65741,2025-12,89.0
S-65742,2025-12,79.0
S-65743,2025-12,80.53
S-65744,2025-12,69.0
S-65747,2025-12,55.0
S-65748,2025-12,57.85
S-65749,2025-12,39.35
S-65750,2025-12,54.15
S-65755,2025-12,58.65
S-65757,2025-12,40.97
S-65758,2025-12,39.0
S-65760,2025-12,79.0
S-65762,2025-12,39.0
S-65763,2025-12,39.0
S-65764,2025-12,55.0
S-65765,2025-12,55.0
S-65767,2025-12,57.85
S-65768,2025-12,83.0
S-65770,2025-12,79.0
S-65771,2025-12,43.14
S-65772,2025-12,69.0
S-65775,2025-12,69.0
S-65776,2025-12,79.0
S-65777,2025-12,66.03
S-65778,2025-12,72.67
S-65779,2025-12,38.23
S-65780,2025-12,49.0
S-65781,2025-12,57.85
S-65786,2025-12,26.0
S-65789,2025-12,60.08
S-65791,2025-12,55.0
S-65792,2025-12,49.0
S-65793,2025-12,42.0
S-65794,2025-12,87.0
S-65795,2025-12,59.56
S-65796,2025-12,39.0
S-65797,2025-12,39.0
S-65798,2025-12,57.85
S-65799,2025-12,39.0
S-65800,2025-12,49.46
S-65801,2025-12,40.42
S-65802,2025-12,89.0
S-65803,2025-12,69.0
S-65804,2025-12,69.0
S-65805,2025-12,54.96
S-65807,2025-12,70.48
S-65808,2025-12,33.0
S-65809,2025-12,67.97
S-65810,2025-12,69.0
S-65811,2025-12,42.0
S-65814,2025-12,57.85
S-65815,2025-12,69.0
S-65816,2025-12,37.84
S-65818,2025-12,35.29
S-65819,2025-12,6.68
S-65820,2025-12,66.0
S-65821,2025-12,69.0
S-65822,2025-12,69.0
S-65823,2025-12,39.0
S-65824,2025-12,50.49
S-65825,2025-12,43.47
S-65826,2025-12,31.0
S-65828,2025-12,55.0
S-65830,2025-12,89.0
S-65831,2025-12,69.0
S-65833,2025-12,35.0
S-65834,2025-12,32.0
S-65835,2025-12,31.0
S-65839,2025-12,69.0
S-65840,2025-12,69.32
S-65841,2025-12,48.42
S-65842,2025-12,89.0
S-65843,2025-12,22.39
S-65846,2025-12,37.0
S-65847,2025-12,41.0
S-65848,2025-12,69.0
S-65849,2025-12,63.03
S-65850,2025-12,69.0
S-65852,2025-12,69.0
S-65853,2025-12,42.0
S-65854,2025-12,39.0
S-65856,2025-12,72.09
S-65857,2025-12,55.0
S-65858,2025-12,92.15
S-65859,2025-12,92.65
S-65860,2025-12,81.52
S-65862,2025-12,69.0
S-65864,2025-12,35.0
S-65865,2025-12,55.0
S-65866,2025-12,39.0
S-65867,2025-12,55.0
S-65868,2025-12,77.67
S-65871,2025-12,72.5
S-65872,2025-12,39.0
S-65874,2025-12,35.0
S-65878,2025-12,39.0
S-65879,2025-12,42.0
S-65880,2025-12,49.0
S-65881,2025-12,64.3
S-65883,2025-12,69.0
S-65884,2025-12,69.0
S-65885,2025-12,35.0
S-65886,2025-12,83.78
S-65889,2025-12,42.0
S-65891,2025-12,37.04
S-65893,2025-12,48.27
S-65895,2025-12,74.47
S-65898,2025-12,41.12
S-65899,2025-12,89.0
S-65900,2025-12,70.32
S-65901,2025-12,57.85
S-65902,2025-12,69.0
S-65903,2025-12,39.0
S-65905,2025-12,58.65
S-65906,2025-12,39.0
S-65907,2025-12,69.0
S-65909,2025-12,42.0
S-65911,2025-12,64.42
S-65913,2025-12,63.0
S-65916,2025-12,36.51
S-65918,2025-12,25.16
S-65921,2025-12,34.0
S-65922,2025-12,89.0
S-65923,2025-12,55.0
S-65924,2025-12,78.94
S-65925,2025-12,9.48
S-65927,2025-12,89.0
S-65928,2025-12,31.58
S-65929,2025-12,58.22
S-65932,2025-12,39.0
S-65933,2025-12,50.2
S-65934,2025-12,55.57
S-65935,2025-12,69.0
S-65939,2025-12,34.0
S-65940,2025-12,37.88
S-65941,2025-12,35.0
S-65942,2025-12,42.0
S-65946,2025-12,49.0
S-65947,2025-12,34.0
S-65948,2025-12,39.0
S-65949,2025-12,69.0
S-65950,2025-12,37.05
S-65951,2025-12,35.0
S-65956,2025-12,55.0
S-65961,2025-12,35.0
S-65962,2025-12,39.32
S-65963,2025-12,39.0
S-65964,2025-12,58.96
S-65965,2025-12,58.41
S-65966,2025-12,55.0
S-65967,2025-12,39.0
S-65968,2025-12,4.74
S-65971,2025-12,35.0
S-65973,2025-12,28.55
S-65974,2025-12,33.15
S-65977,2025-12,69.0
S-65979,2025-12,46.27
S-65981,2025-12,63.81
S-65982,2025-12,36.16
S-65983,2025-12,55.0
S-65985,2025-12,63.0
S-65986,2025-12,57.6
S-65990,2025-12,42.0
S-65992,2025-12,49.0
S-65994,2025-12,69.0
S-65995,2025-12,79.0
S-65996,2025-12,89.0
S-65997,2025-12,26.0
S-65998,2025-12,75.65
S-65999,2025-12,35.0
S-66000,2025-12,69.0
S-66001,2025-12,46.03
S-66004,2025-12,52.0
S-66006,2025-12,69.0
S-66008,2025-12,55.0
S-66010,2025-12,60.26
S-66016,2025-12,39.0
S-66017,2025-12,33.0
S-66018,2025-12,55.0
S-66019,2025-12,42.0
S-66020,2025-12,42.0
S-66021,2025-12,42.0
S-66022,2025-12,39.0
S-66024,2025-12,2.94
S-66025,2025-12,34.0
S-66028,2025-12,42.0
S-66029,2025-12,49.0
S-66030,2025-12,26.0
S-66031,2025-12,74.17
S-66032,2025-12,42.0
S-66033,2025-12,45.45
S-66035,2025-12,41.0
S-66036,2025-12,46.68
S-66039,2025-12,42.0
S-66044,2025-12,35.0
S-66047,2025-12,42.0
S-66049,2025-12,89.0
S-66050,2025-12,28.39
S-66052,2025-12,27.3
S-66053,2025-12,89.0
S-66054,2025-12,43.55
S-66056,2025-12,55.0
S-66059,2025-12,42.0
S-66060,2025-12,69.0
S-66061,2025-12,42.0
S-66062,2025-12,69.0
S-66064,2025-12,54.72
S-66065,2025-12,69.0
S-66066,2025-12,30.0
S-66067,2025-12,42.0
S-66068,2025-12,48.02
S-66069,2025-12,72.22
S-66070,2025-12,69.0
S-66072,2025-12,42.0
S-66073,2025-12,83.99
S-66074,2025-12,35.0
S-66075,2025-12,73.18
S-66076,2025-12,55.0
S-66077,2025-12,79.74
S-66083,2025-12,35.0
S-66084,2025-12,45.35
S-66085,2025-12,55.0
S-66088,2025-12,109.0
S-66090,2025-12,39.0
S-66091,2025-12,35.0
S-66092,2025-12,6.55
S-66094,2025-12,32.87
S-66096,2025-12,55.0
S-66097,2025-12,69.0
S-66098,2025-12,53.74
S-66100,2025-12,69.0
S-66101,2025-12,35.0
S-66102,2025-12,42.0
S-66104,2025-12,55.0
S-66105,2025-12,35.83
S-66106,2025-12,55.0
S-66108,2025-12,39.0
S-66109,2025-12,35.0
S-66110,2025-12,53.14
S-66111,2025-12,46.52
S-66112,2025-12,69.0
S-66114,2025-12,32.0
S-66115,2025-12,41.78
S-66117,2025-12,41.0
S-66118,2025-12,57.85
S-66119,2025-12,39.0
S-66120,2025-12,42.6
S-66122,2025-12,35.0
S-66124,2025-12,55.0
S-66125,2025-12,69.0
S-66126,2025-12,35.0
S-66128,2025-12,71.57
S-66129,2025-12,69.0
S-66130,2025-12,83.0
S-66132,2025-12,69.0
S-66134,2025-12,69.66
S-66138,2025-12,57.0
S-66142,2025-12,55.0
S-66143,2025-12,49.0
S-66146,2025-12,89.0
S-66147,2025-12,89.0
S-66148,2025-12,39.0
S-66149,2025-12,17.74
S-66150,2025-12,69.0
S-66154,2025-12,55.86
S-66155,2025-12,58.56
S-66156,2025-12,87.0
S-66159,2025-12,39.0
S-66161,2025-12,51.0
S-66163,2025-12,74.37
S-66164,2025-12,49.0
S-66165,2025-12,69.0
S-66167,2025-12,101.48
S-66169,2025-12,37.61
S-66170,2025-12,87.0
S-66174,2025-12,42.0
S-66175,2025-12,55.0
S-66176,2025-12,89.0
S-66177,2025-12,43.68
S-66178,2025-12,56.13
S-66179,2025-12,55.0
S-66181,2025-12,39.0
S-66182,2025-12,95.9
S-66183,2025-12,89.0
S-66184,2025-12,89.0
S-66185,2025-12,35.0
S-66186,2025-12,57.85
S-66187,2025-12,42.0
S-66189,2025-12,55.0
S-66190,2025-12,42.66
S-66192,2025-12,36.53
S-66194,2025-12,65.55
S-66195,2025-12,35.0
S-66196,2025-12,69.0
S-66197,2025-12,55.0
S-66198,2025-12,73.33
S-66199,2025-12,37.53
S-66200,2025-12,57.85
S-66201,2025-12,41.0
S-66202,2025-12,57.0
S-66203,2025-12,52.0
S-66205,2025-12,69.0
S-66206,2025-12,75.52
S-66207,2025-12,35.0
S-66208,2025-12,39.0
S-66209,2025-12,69.0
S-66212,2025-12,79.0
S-66213,2025-12,55.0
S-66214,2025-12,39.0
S-66215,2025-12,49.0
S-66219,2025-12,42.0
S-66220,2025-12,39.0
S-66221,2025-12,48.0
S-66222,2025-12,39.0
S-66224,2025-12,35.0
S-66225,2025-12,79.0
S-66226,2025-12,35.0
S-66227,2025-12,42.0
S-66228,2025-12,79.0
S-66229,2025-12,50.66
S-66230,2025-12,69.0
S-66231,2025-12,42.65
S-66233,2025-12,42.0
S-66234,2025-12,58.65
S-66236,2025-12,69.0
S-66237,2025-12,48.0
S-66238,2025-12,1.0
S-66239,2025-12,60.64
S-66240,2025-12,57.85
S-66242,2025-12,56.86
S-66243,2025-12,39.0
S-66245,2025-12,42.0
S-66247,2025-12,72.52
S-66249,2025-12,69.0
S-66250,2025-12,44.05
S-66251,2025-12,48.0
S-66252,2025-12,30.66
S-66253,2025-12,66.0
S-66255,2025-12,55.0
S-66256,2025-12,89.0
S-66257,2025-12,35.0
S-66258,2025-12,55.0
S-66259,2025-12,40.96
S-66260,2025-12,47.39
S-66261,2025-12,55.08
S-66262,2025-12,69.0
S-66264,2025-12,69.0
S-66266,2025-12,55.0
S-66269,2025-12,46.0
S-66270,2025-12,57.85
S-66271,2025-12,42.0
S-66272,2025-12,44.52
S-66274,2025-12,55.0
S-66275,2025-12,79.83
S-66277,2025-12,39.0
S-66280,2025-12,69.0
S-66281,2025-12,87.0
S-66282,2025-12,63.0
S-66283,2025-12,55.0
S-66285,2025-12,79.0
S-66286,2025-12,79.0
S-66287,2025-12,69.0
S-66288,2025-12,55.0
S-66291,2025-12,51.89
S-66292,2025-12,49.0
S-66293,2025-12,55.0
S-66295,2025-12,35.53
S-66297,2025-12,69.0
S-66298,2025-12,39.0
S-66300,2025-12,28.0
S-66302,2025-12,42.0
S-66303,2025-12,46.75
S-66304,2025-12,48.45
S-66305,2025-12,64.55
S-66306,2025-12,41.65
S-66307,2025-12,42.58
S-66308,2025-12,55.0
S-66311,2025-12,55.0
S-66313,2025-12,89.0
S-66314,2025-12,35.51
S-66315,2025-12,25.16
S-66316,2025-12,55.0
S-66318,2025-12,89.0
S-66319,2025-12,59.58
S-66321,2025-12,55.0
S-66322,2025-12,55.0
S-66323,2025-12,56.65
S-66325,2025-12,79.0
S-66327,2025-12,69.0
S-66330,2025-12,39.0
S-66331,2025-12,49.0
S-66332,2025-12,42.0
S-66333,2025-12,110.92
S-66334,2025-12,44.0
S-66335,2025-12,42.0
S-66336,2025-12,76.45
S-66337,2025-12,48.0
S-66339,2025-12,42.0
S-66341,2025-12,45.8
S-66342,2025-12,63.0
S-66343,2025-12,35.0
S-66344,2025-12,73.54
S-66345,2025-12,6.58
S-66346,2025-12,51.0
S-66347,2025-12,39.0
S-66348,2025-12,87.61
S-66349,2025-12,129.0
S-66350,2025-12,69.0
S-66351,2025-12,28.23
S-66352,2025-12,57.85
S-66353,2025-12,39.02
S-66354,2025-12,37.0
S-66355,2025-12,69.0
S-66357,2025-12,39.0
S-66360,2025-12,31.0
S-66361,2025-12,69.0
S-66362,2025-12,55.0
S-66365,2025-12,26.0
S-66367,2025-12,89.0
S-66368,2025-12,55.0
S-66372,2025-12,109.0
S-66377,2025-12,84.55
S-66378,2025-12,54.18
S-66379,2025-12,61.49
S-66380,2025-12,55.0
S-66382,2025-12,79.0
S-66383,2025-12,57.85
S-66385,2025-12,69.0
S-66388,2025-12,3.55
S-66390,2025-12,47.9
S-66391,2025-12,69.0
S-66392,2025-12,5.42
S-66394,2025-12,49.0
S-66396,2025-12,35.0
S-66397,2025-12,55.0
S-66398,2025-12,69.0
S-66399,2025-12,39.0
S-66400,2025-12,57.85
S-66401,2025-12,39.0
S-66402,2025-12,89.0
S-66403,2025-12,35.0
S-66404,2025-12,39.0
S-66411,2025-12,36.67
S-66412,2025-12,36.45
S-66414,2025-12,60.32
S-66415,2025-12,79.0
S-66416,2025-12,37.84
S-66417,2025-12,89.0
S-66418,2025-12,55.0
S-66421,2025-12,42.0
S-66423,2025-12,69.0
S-66424,2025-12,49.0
S-66425,2025-12,55.0
S-66426,2025-12,39.0
S-66427,2025-12,35.0
S-66428,2025-12,129.0
S-66429,2025-12,49.0
S-66432,2025-12,69.86
S-66433,2025-12,30.67
S-66434,2025-12,55.0
S-66435,2025-12,43.53
S-66436,2025-12,14.68
S-66437,2025-12,35.0
S-66438,2025-12,42.0
S-66440,2025-12,72.45
S-66441,2025-12,55.0
S-66442,2025-12,54.05
S-66443,2025-12,44.41
S-66444,2025-12,35.0
S-66445,2025-12,31.37
S-66446,2025-12,35.0
S-66450,2025-12,55.0
S-66451,2025-12,89.0
S-66452,2025-12,109.0
S-66453,2025-12,31.0
S-66454,2025-12,65.55
S-66456,2025-12,35.02
S-66457,2025-12,45.0
S-66460,2025-12,39.0
S-66461,2025-12,52.0
S-66462,2025-12,35.0
S-66463,2025-12,69.0
S-66464,2025-12,55.0
S-66465,2025-12,43.99
S-66468,2025-12,39.0
S-66469,2025-12,56.38
S-66471,2025-12,55.0
S-66472,2025-12,49.0
S-66473,2025-12,49.0
S-66475,2025-12,79.0
S-66478,2025-12,69.0
S-66479,2025-12,55.0
S-66481,2025-12,79.0
S-66483,2025-12,69.0
S-66484,2025-12,59.32
S-66485,2025-12,39.0
S-66486,2025-12,89.0
S-66488,2025-12,69.0
S-66489,2025-12,39.0
S-66491,2025-12,31.0
S-66493,2025-12,69.0
S-66494,2025-12,33.0
S-66495,2025-12,39.0
S-66498,2025-12,88.17
S-66499,2025-12,55.0
S-66501,2025-12,43.36
S-66502,2025-12,31.0
S-66503,2025-12,51.52
S-66504,2025-12,49.0
S-66505,2025-12,53.0
S-66506,2025-12,57.0
S-66508,2025-12,49.0
S-66509,2025-12,31.16
S-66510,2025-12,39.44
S-66511,2025-12,35.0
S-66512,2025-12,46.75
S-66513,2025-12,69.0
S-66514,2025-12,35.0
S-66517,2025-12,63.61
S-66519,2025-12,55.0
S-66520,2025-12,55.0
S-66523,2025-12,67.47
S-66524,2025-12,35.0
S-66530,2025-12,69.0
S-66531,2025-12,69.0
S-66532,2025-12,43.28
S-66533,2025-12,87.0
S-66535,2025-12,79.0
S-66536,2025-12,6.77
S-66537,2025-12,17.12
S-66538,2025-12,35.23
S-66539,2025-12,55.0
S-66540,2025-12,57.85
S-66541,2025-12,42.0
S-66542,2025-12,45.19
S-66543,2025-12,55.0
S-66545,2025-12,79.0
S-66546,2025-12,65.75
S-66547,2025-12,42.0
S-66550,2025-12,39.0
S-66551,2025-12,35.0
S-66552,2025-12,41.12
S-66554,2025-12,58.03
S-66555,2025-12,69.0
S-66560,2025-12,52.25
S-66562,2025-12,49.0
S-66564,2025-12,69.0
S-66565,2025-12,35.0
S-66566,2025-12,89.13
S-66572,2025-12,52.0
S-66574,2025-12,45.94
S-66577,2025-12,87.45
S-66579,2025-12,46.0
S-66580,2025-12,42.0
S-66581,2025-12,57.85
S-66582,2025-12,40.53
S-66583,2025-12,55.0
S-66587,2025-12,39.26
S-66588,2025-12,26.0
S-66589,2025-12,95.56
S-66590,2025-12,45.62
S-66595,2025-12,72.44
S-66596,2025-12,55.0
S-66597,2025-12,54.93
S-66598,2025-12,69.0
S-66599,2025-12,55.0
S-66601,2025-12,55.3
S-66604,2025-12,55.0
S-66605,2025-12,39.0
S-66608,2025-12,35.0
S-66613,2025-12,14.19
S-66614,2025-12,89.0
S-66618,2025-12,55.0
S-66619,2025-12,50.13
S-66621,2025-12,71.49
S-66624,2025-12,31.0
S-66625,2025-12,41.0
S-66626,2025-12,39.0
S-66627,2025-12,83.0
S-66628,2025-12,49.17
S-66629,2025-12,58.65
S-66630,2025-12,39.87
S-66631,2025-12,69.0
S-66632,2025-12,69.0
S-66633,2025-12,35.0
S-66634,2025-12,37.0
S-66635,2025-12,39.0
S-66636,2025-12,76.95
S-66638,2025-12,89.0
S-66639,2025-12,69.0
S-66641,2025-12,55.0
S-66642,2025-12,49.0
S-66643,2025-12,55.0
S-66646,2025-12,43.57
S-66647,2025-12,35.0
S-66648,2025-12,45.0
S-66649,2025-12,69.0
S-66650,2025-12,45.0
S-66651,2025-12,54.77
S-66652,2025-12,91.66
S-66653,2025-12,49.0
S-66656,2025-12,36.04
S-66657,2025-12,75.65
S-66658,2025-12,33.15
S-66659,2025-12,28.13
S-66661,2025-12,69.0
S-66662,2025-12,35.0
S-66663,2025-12,42.0
S-66665,2025-12,39.0
S-66666,2025-12,89.0
S-66667,2025-12,42.0
S-66668,2025-12,69.0
S-66669,2025-12,89.0
S-66670,2025-12,45.49
S-66671,2025-12,98.35
S-66672,2025-12,49.0
S-66673,2025-12,42.0
S-66674,2025-12,69.96
S-66675,2025-12,55.0
S-66676,2025-12,83.0
S-66678,2025-12,45.0
S-66679,2025-12,46.0
S-66680,2025-12,79.0
S-66681,2025-12,23.0
S-66684,2025-12,9.48
S-66686,2025-12,6.77
S-66688,2025-12,49.0
S-66689,2025-12,69.0
S-66691,2025-12,34.0
S-66692,2025-12,17.74
S-66693,2025-12,89.0
S-66695,2025-12,8.87
S-66697,2025-12,48.87
S-66698,2025-12,69.0
S-66699,2025-12,49.0
S-66701,2025-12,71.74
S-66702,2025-12,86.97
S-66704,2025-12,57.85
S-66705,2025-12,51.0
S-66707,2025-12,32.93
S-66710,2025-12,52.21
S-66711,2025-12,83.0
S-66712,2025-12,55.0
S-66713,2025-12,82.79
S-66714,2025-12,79.0
S-66715,2025-12,73.62
S-66716,2025-12,60.0
S-66717,2025-12,4.45
S-66718,2025-12,55.0
S-66719,2025-12,49.0
S-66720,2025-12,61.74
S-66721,2025-12,66.0
S-66722,2025-12,57.85
S-66723,2025-12,55.0
S-66725,2025-12,69.0
S-66727,2025-12,36.02
S-66728,2025-12,49.0
S-66730,2025-12,52.0
S-66731,2025-12,45.62
S-66732,2025-12,39.0
S-66733,2025-12,57.85
S-66734,2025-12,46.6
S-66737,2025-12,89.0
S-66738,2025-12,49.0
S-66740,2025-12,89.27
S-66741,2025-12,39.0
S-66742,2025-12,58.84
S-66743,2025-12,35.0
S-66744,2025-12,40.5
S-66745,2025-12,69.0
S-66747,2025-12,41.81
S-66748,2025-12,38.25
S-66749,2025-12,37.46
S-66750,2025-12,39.0
S-66751,2025-12,89.0
S-66752,2025-12,32.0
S-66753,2025-12,42.0
S-66754,2025-12,55.0
S-66757,2025-12,42.0
S-66758,2025-12,52.0
S-66759,2025-12,69.0
S-66760,2025-12,43.52
S-66761,2025-12,69.0
S-66763,2025-12,51.16
S-66767,2025-12,88.29
S-66769,2025-12,69.0
S-66770,2025-12,36.32
S-66771,2025-12,26.0
S-66773,2025-12,58.76
S-66774,2025-12,79.85
S-66777,2025-12,39.0
S-66779,2025-12,89.0
S-66781,2025-12,40.37
S-66782,2025-12,109.0
S-66784,2025-12,26.0
S-66785,2025-12,48.79
S-66786,2025-12,94.08
S-66787,2025-12,46.0
S-66788,2025-12,42.28
S-66790,2025-12,53.01
S-66791,2025-12,55.82
S-66792,2025-12,69.3
S-66793,2025-12,37.72
S-66794,2025-12,42.0
S-66795,2025-12,49.0
S-66796,2025-12,30.48
S-66798,2025-12,57.85
S-66799,2025-12,39.0
S-66803,2025-12,89.0
S-66804,2025-12,69.0
S-66805,2025-12,89.0
S-66806,2025-12,35.0
S-66808,2025-12,46.75
S-66810,2025-12,31.5
S-66812,2025-12,49.45
S-66813,2025-12,42.0
S-66814,2025-12,52.25
S-66818,2025-12,99.82
S-66819,2025-12,33.32
S-66820,2025-12,29.75
S-66822,2025-12,109.0
S-66823,2025-12,34.57
S-66824,2025-12,63.0
S-66825,2025-12,57.87
S-66826,2025-12,69.0
S-66828,2025-12,57.85
S-66829,2025-12,49.08
S-66830,2025-12,71.01
S-66831,2025-12,18.79
S-66832,2025-12,37.82
S-66834,2025-12,57.85
S-66835,2025-12,49.0
S-66836,2025-12,61.47
S-66840,2025-12,34.68
S-66841,2025-12,57.85
S-66842,2025-12,76.33
S-66844,2025-12,63.01
S-66845,2025-12,87.0
S-66846,2025-12,55.0
S-66847,2025-12,39.0
S-66848,2025-12,89.0
S-66851,2025-12,39.0
S-66852,2025-12,75.41
S-66854,2025-12,31.0
S-66856,2025-12,63.0
S-66858,2025-12,69.0
S-66859,2025-12,42.0
S-66860,2025-12,69.0
S-66864,2025-12,35.0
S-66866,2025-12,55.0
S-66868,2025-12,72.85
S-66870,2025-12,29.75
S-66872,2025-12,39.0
S-66873,2025-12,55.0
S-66875,2025-12,40.46
S-66878,2025-12,35.0
S-66879,2025-12,35.0
S-66881,2025-12,41.0
S-66886,2025-12,69.0
S-66887,2025-12,55.0
S-66888,2025-12,46.0
S-66889,2025-12,69.0
S-66890,2025-12,52.0
S-66891,2025-12,37.99
S-66892,2025-12,57.85
S-66893,2025-12,49.0
S-66894,2025-12,35.0
S-66895,2025-12,39.0
S-66896,2025-12,57.0
S-66898,2025-12,55.0
S-66899,2025-12,39.0
S-66902,2025-12,39.0
S-66903,2025-12,39.0
S-66904,2025-12,69.0
S-66909,2025-12,42.01
S-66911,2025-12,55.0
