subscriber_id,customer_id,dealer_code,plan_code,join_date,churn_date
S-93460,C-38917,DLR-06,PLN-S100,10/08/2025,
S-93461,C-38918,DLR-07,PLN-S100,03/22/2023,09/29/2025
S-93462,C-38918,DLR-03,PLN-FAM,04/04/2023,
S-93463,C-38919,DLR-01,PLN-S300,02/13/2025,
S-93464,C-38920,DLR-01,PLN-B60,07/04/2024,
S-93465,C-38921,DLR-09,PLN-UMAX,11/19/2023,05/20/2025
S-93466,C-38922,DLR-06,PLN-YTH,07/20/2025,
S-93467,C-38923,DLR-01 ,PLN-B60,01/31/2024,
S-93468,C-38924,DLR-01,PLN-SNR,02/17/2021,
S-93469,C-38924,DLR-01,PLN-SNR,11/07/2021,10/19/2022
S-93470,C-38925,DLR-2,PLN-UMAX,06/24/2023,
S-93471,C-38926,DLR-10,PLN-YTH,05/19/2022,07/29/2025
S-93472,C-38927,DLR-01 ,PLN-FAM,02/24/2025,
S-93473,C-38928,dlr-09,PLN-YTH,08/26/2024,
S-93474,C-38929,dlr-09,PLN-UMAX,10/29/2024,
S-93475,C-38930,DLR-05,PLN-B60,06/07/2024,
S-93476,C-38930,DLR-3,PLN-UMAX,01/29/2025,06/30/2025
S-93477,C-38930,DLR-08 ,PLN-S300,08/25/2024,08/30/2025
S-93478,C-38931,DLR-10,PLN-T03,12/22/2024,
S-93479,C-38931,DLR-03,PLN-S200,11/21/2025,
S-93480,C-38932,DLR-8,PLN-S200,08/09/2024,
S-93481,C-38932,DLR-01,PLN-U69,08/19/2025,12/17/2025
S-93482,C-38933,DLR-09,PLN-FAM,09/07/2024,01/10/2025
S-93483,C-38934,DLR-07,PLN-FAM,04/18/2023,08/29/2024
S-93484,C-38935,DLR-08,PLN-S200,10/22/2021,01/17/2024
S-93485,C-38935,dlr-05,PLN-T22,10/24/2022,
S-93486,C-38936,DLR-01,PLN-S200,08/01/2023,02/25/2024
S-93487,C-38937,DLR-03,PLN-YTH,05/09/2021,03/13/2025
S-93488,C-38938,DLR-04,PLN-S300,07/01/2021,08/11/2023
S-93489,C-38939,DLR-07,PLN-S100,01/13/2023,01/23/2024
S-93490,C-38940,DLR-09,PLN-FAM,04/10/2025,
S-93491,C-38941,DLR-08 ,PLN-S200,11/30/2023,09/04/2025
S-93492,C-38942,DLR-03,PLN-T04,06/08/2025,
S-93493,C-38942,DLR-09,PLN-S100,09/14/2025,
S-93494,C-38942,DLR-06,PLN-S100,12/16/2025,
S-93495,C-38942,DLR-03,PLN-S200,12/19/2025,
S-93496,C-38942,DLR-09,PLN-T03,10/04/2025,
S-93497,C-38943,DLR-04,PLN-T20,06/21/2023,10/25/2025
S-93498,C-38943,DLR-03,PLN-S100,07/26/2024,
S-93499,C-38944,DLR-07,PLN-T12,08/28/2025,
S-93500,C-38945,DLR-03,PLN-S300,05/30/2025,
S-93501,C-38946,DLR-03,PLN-UMAX,02/13/2025,
S-93502,C-38947,DLR-03,PLN-B60,01/06/2025,
S-93503,C-38947,DLR-07,PLN-B40,06/20/2025,
S-93504,C-38947,DLR-06,PLN-S200,03/11/2025,
S-93505,C-38947,DLR-10,PLN-T21,08/02/2025,
S-93506,C-38947,dlr-02,PLN-T04,05/06/2025,
S-93507,C-38948,DLR-01,PLN-B60,11/01/2022,12/24/2024
S-93508,C-38949,DLR-03,PLN-S200,06/23/2022,03/20/2024
S-93509,C-38950,DLR-05,PLN-YTH,12/12/2021,05/16/2022
S-93510,C-38951,DLR-03,PLN-S200,02/07/2024,
S-93511,C-38952,DLR-01,PLN-S200,12/10/2024,04/19/2025
S-93512,C-38953,DLR-04,PLN-S200,08/29/2025,
S-93513,C-38954,DLR-04,PLN-S100,09/12/2024,11/23/2025
S-93514,C-38955,DLR-06,PLN-YTH,03/30/2025,
S-93515,C-38956,DLR-05,PLN-S200,10/10/2024,11/18/2024
S-93516,C-38957,DLR-03,PLN-FAM,03/13/2025,09/22/2025
S-93517,C-38957,DLR-07,PLN-UMAX,08/27/2025,
S-93518,C-38958,DLR-09,PLN-B60,04/04/2023,
S-93519,C-38958,DLR-10,PLN-B60,10/08/2023,
S-93520,C-38958,DLR-07,PLN-UMAX,11/09/2023,
S-93521,C-38958,DLR-04,PLN-SNR,06/08/2024,
S-93522,C-38959,DLR-01,PLN-YTH,08/22/2021,09/11/2024
S-93523,C-38959,DLR-01,PLN-UMAX,12/08/2021,05/12/2025
S-93524,C-38960,DLR-05,PLN-T08,09/20/2025,
S-93525,C-38961,DLR-01,PLN-UMAX,01/03/2025,07/08/2025
S-93526,C-38962,DLR-09,PLN-S100,10/27/2025,
S-93527,C-38963,dlr-05,PLN-B60,10/30/2025,
S-93528,C-38964,DLR-08,PLN-T12,10/08/2025,
S-93529,C-38965,DLR-07,PLN-B60,10/16/2025,
S-93530,C-38966,dlr-09,PLN-S100,06/09/2021,02/25/2025
S-93531,C-38967,DLR-03 ,PLN-T21,02/24/2022,
S-93532,C-38968,DLR-01,PLN-T11,07/30/2023,11/27/2024
S-93533,C-38969,DLR-09,PLN-S200,01/22/2024,
S-93534,C-38970,DLR-10,PLN-B40,10/07/2023,
S-93535,C-38970,DLR-01,PLN-SNR,10/16/2024,
S-93536,C-38970,DLR-01,PLN-U69,01/18/2024,05/16/2024
S-93537,C-38970,DLR-08,PLN-FAM,02/08/2025,
S-93538,C-38970,DLR-09,PLN-S300,01/22/2025,
S-93539,C-38971,DLR-07,PLN-B40,08/31/2025,
S-93540,C-38972,DLR-03,PLN-U69,05/27/2025,10/01/2025
S-93541,C-38973,DLR-01,PLN-SNR,02/27/2023,
S-93542,C-38974,DLR-06,PLN-U69,12/19/2021,12/24/2023
S-93543,C-38975,DLR-06,PLN-S200,05/18/2023,06/01/2024
S-93544,C-38976,DLR-07,PLN-T02,08/23/2024,11/15/2024
S-93545,C-38977,DLR-09,PLN-T05,07/30/2022,04/14/2023
S-93546,C-38978,DLR-03,PLN-B40,03/07/2022,
S-93547,C-38979,DLR-03,PLN-S300,10/11/2023,06/20/2024
S-93548,C-38979,DLR-09,PLN-UMAX,11/23/2023,11/26/2024
S-93549,C-38979,DLR-08,PLN-T10,11/30/2023,
S-93550,C-38980,DLR-07,PLN-U69,08/29/2025,
S-93551,C-38980,DLR-01,PLN-YTH,11/03/2025,
S-93552,C-38981,DLR-07,PLN-S100,07/16/2025,
S-93553,C-38981,DLR-01,PLN-S200,11/14/2025,
S-93554,C-38982,DLR-09,PLN-B60,02/17/2025,
S-93555,C-38983,DLR-02,PLN-T16,08/16/2025,
S-93556,C-38984,DLR-03,PLN-S300,05/03/2025,
S-93557,C-38985,DLR-01,PLN-UMAX,10/20/2024,
S-93558,C-38985,DLR-03,PLN-YTH,05/16/2025,
S-93559,C-38986,DLR-07,PLN-S100,05/21/2023,
S-93560,C-38987,DLR-03,PLN-S100,04/10/2025,
S-93561,C-38988,DLR-08,PLN-U69,03/24/2024,
S-93562,C-38988,DLR-03,PLN-FAM,04/03/2025,
S-93563,C-38989,DLR-02,PLN-T01,06/09/2025,
S-93564,C-38990,DLR-09,PLN-S200,08/05/2023,
S-93565,C-38991,DLR-04,PLN-YTH,08/22/2025,12/12/2025
S-93566,C-38992,dlr-10,PLN-B40,04/27/2024,
S-93567,C-38992,DLR-09,PLN-SNR,01/11/2025,
S-93568,C-38992,DLR-05,PLN-T03,10/01/2024,
S-93569,C-38992,DLR-06,PLN-SNR,03/08/2025,
S-93570,C-38992,DLR-10,PLN-S100,07/06/2025,
S-93571,C-38993,DLR-01,PLN-UMAX,05/08/2023,04/25/2024
S-93572,C-38993,DLR-01,PLN-S100,08/18/2023,
S-93573,C-38994,DLR-03,PLN-UMAX,10/22/2025,
S-93574,C-38994,DLR-02,PLN-SNR,12/07/2025,
S-93575,C-38995,DLR-03,PLN-S200,02/25/2021,
S-93576,C-38995,DLR-6,PLN-S100,04/27/2022,
S-93577,C-38996,DLR-04,PLN-S100,11/03/2021,11/26/2023
S-93578,C-38996,DLR-08,PLN-SNR,06/24/2022,
S-93579,C-38997,DLR-03,PLN-UMAX,03/16/2025,08/02/2025
S-93580,C-38998,DLR-07,PLN-YTH,06/02/2025,
S-93581,C-38999,DLR-05,PLN-B60,10/08/2022,
S-93582,C-38999,DLR-01,PLN-FAM,02/09/2024,
S-93583,C-38999,DLR-06,PLN-T17,10/02/2023,
S-93584,C-38999,DLR-09 ,PLN-UMAX,02/04/2023,
S-93585,C-38999,DLR-07,PLN-UMAX,02/08/2024,
S-93586,C-39000,DLR-09,PLN-S200,06/27/2023,08/02/2024
S-93587,C-39001,DLR-03,PLN-T24,07/08/2024,
S-93588,C-39002,DLR-01,PLN-T17,03/01/2025,
S-93589,C-39003,dlr-03,PLN-S200,04/29/2025,10/16/2025
S-93590,C-39004,DLR-03,PLN-S200,01/24/2025,
S-93591,C-39005,DLR-06 ,PLN-S100,09/22/2024,
S-93592,C-39005,DLR-03,PLN-B40,03/08/2025,
S-93593,C-39006,DLR-05,PLN-YTH,01/28/2023,08/19/2025
S-93594,C-39007,DLR-01,PLN-FAM,01/23/2023,
S-93595,C-39007,DLR-01,PLN-S300,04/08/2024,
S-93596,C-39007,DLR-10,PLN-T09,04/10/2023,
S-93597,C-39008,DLR-07,PLN-B60,04/19/2025,
S-93598,C-39008,DLR-06,PLN-S200,11/18/2025,
S-93599,C-39008,DLR-07,PLN-T01,08/13/2025,
S-93600,C-39009,dlr-09,PLN-YTH,02/01/2025,
S-93601,C-39010,DLR-03,PLN-SNR,05/31/2023,06/04/2025
S-93602,C-39011,DLR-10,PLN-S200,05/02/2025,
S-93603,C-39011,DLR-3,PLN-S100,07/13/2025,
S-93604,C-39012,DLR-03 ,PLN-S100,01/07/2025,07/05/2025
S-93605,C-39013,DLR-03,PLN-T16,04/11/2024,02/01/2025
S-93606,C-39013,DLR-10 ,PLN-T15,06/14/2025,
S-93607,C-39014,DLR-01,PLN-T18,03/25/2025,
S-93608,C-39015,DLR-09,PLN-FAM,02/20/2024,05/23/2025
S-93609,C-39016,DLR-05,PLN-B60,03/11/2025,07/17/2025
S-93610,C-39016,DLR-03,PLN-S200,05/02/2025,
S-93611,C-39017,DLR-09,PLN-T25,11/09/2025,
S-93612,C-39018,DLR-02,PLN-T05,02/08/2023,
S-93613,C-39019,DLR-01,PLN-S200,08/25/2021,02/20/2025
S-93614,C-39020,DLR-01,PLN-FAM,06/28/2025,
S-93615,C-39020,DLR-10,PLN-S100,12/04/2025,
S-93616,C-39021,DLR-02,PLN-S100,04/06/2021,05/25/2022
S-93617,C-39021,DLR-10,PLN-S100,12/05/2021,
S-93618,C-39022,DLR-10,PLN-S100,02/08/2025,10/18/2025
S-93619,C-39023,dlr-04,PLN-B60,07/17/2024,
S-93620,C-39024,DLR-04,PLN-B60,02/17/2023,
S-93621,C-39024,dlr-01,PLN-FAM,01/28/2024,
S-93622,C-39024,DLR-01,PLN-T21,07/30/2023,
S-93623,C-39025,DLR-03,PLN-YTH,11/27/2025,
S-93624,C-39026,DLR-10,PLN-S200,06/22/2021,
S-93625,C-39027,DLR-03,PLN-U69,08/26/2025,
S-93626,C-39028,DLR-07,PLN-S300,04/18/2024,05/26/2024
S-93627,C-39028,DLR-01,PLN-UMAX,05/14/2024,05/09/2025
S-93628,C-39029,DLR-10,PLN-B60,03/19/2025,
S-93629,C-39030,DLR-08,PLN-B60,06/28/2024,10/05/2025
S-93630,C-39031,DLR-04,PLN-S300,06/02/2024,
S-93631,C-39031,DLR-04,PLN-FAM,12/09/2024,
S-93632,C-39031,DLR-10,PLN-YTH,09/27/2024,
S-93633,C-39032,DLR-06,PLN-T24,07/15/2021,09/02/2024
S-93634,C-39032,DLR-05,PLN-T20,10/17/2022,
S-93635,C-39032,dlr-01,PLN-UMAX,09/19/2021,
S-93636,C-39032,DLR-04,PLN-YTH,01/09/2023,
S-93637,C-39033,DLR-07 ,PLN-T23,11/22/2025,
S-93638,C-39034,DLR-04,PLN-FAM,09/08/2023,10/28/2024
S-93639,C-39034,dlr-03,PLN-S100,09/22/2024,02/28/2025
S-93640,C-39034,DLR-06,PLN-SNR,03/04/2024,
S-93641,C-39035,DLR-06,PLN-S200,10/27/2023,
S-93642,C-39036,DLR-09,PLN-S100,04/18/2024,
S-93643,C-39037,DLR-06,PLN-S200,02/20/2024,
S-93644,C-39037,DLR-10,PLN-S100,05/28/2025,
S-93645,C-39037,DLR-07,PLN-S100,07/08/2024,
S-93646,C-39038,DLR-09 ,PLN-B60,06/17/2025,
S-93647,C-39039,DLR-04,PLN-B60,09/20/2025,
S-93648,C-39040,DLR-01,PLN-U69,12/07/2023,03/22/2025
S-93649,C-39041,DLR-01,PLN-YTH,07/08/2024,11/04/2025
S-93650,C-39042,DLR-07,PLN-FAM,02/15/2025,
S-93651,C-39042,DLR-04,PLN-UMAX,07/17/2025,
S-93652,C-39043,DLR-02,PLN-S100,09/29/2021,08/10/2022
S-93653,C-39043,DLR-09,PLN-S200,02/03/2023,06/18/2024
S-93654,C-39044,DLR-03,PLN-SNR,09/10/2025,
S-93655,C-39045,DLR-09,PLN-T25,01/17/2024,
S-93656,C-39046,DLR-8,PLN-S300,06/15/2025,
S-93657,C-39047,DLR-01,PLN-U69,12/16/2023,
S-93658,C-39047,dlr-03,PLN-UMAX,10/26/2024,
S-93659,C-39047,DLR-10,PLN-UMAX,05/29/2024,09/24/2025
S-93660,C-39048,DLR-01,PLN-T22,08/31/2025,
S-93661,C-39049,DLR-03,PLN-YTH,01/13/2025,07/17/2025
S-93662,C-39050,DLR-02,PLN-B40,02/13/2024,04/09/2024
S-93663,C-39051,DLR-03,PLN-B60,03/27/2025,
S-93664,C-39052,DLR-07,PLN-FAM,11/18/2024,
S-93665,C-39053,DLR-06,PLN-S200,06/18/2025,
S-93666,C-39053,DLR-08,PLN-U69,12/24/2025,
S-93667,C-39054,DLR-05,PLN-B60,01/04/2024,01/24/2025
S-93668,C-39054,DLR-01,PLN-S200,07/03/2024,
S-93669,C-39054,DLR-09 ,PLN-T18,12/29/2024,06/23/2025
S-93670,C-39055,DLR-09,PLN-S100,05/06/2023,
S-93671,C-39056,DLR-07,PLN-B40,05/31/2024,
S-93672,C-39056,DLR-09,PLN-UMAX,10/01/2024,
S-93673,C-39057,DLR-08,PLN-S100,11/05/2023,08/13/2025
S-93674,C-39058,DLR-04,PLN-SNR,08/31/2023,12/07/2023
S-93675,C-39059,DLR-01,PLN-B60,06/08/2023,
S-93676,C-39060,DLR-03,PLN-FAM,01/12/2024,06/08/2024
S-93677,C-39060,DLR-6,PLN-UMAX,02/16/2024,
S-93678,C-39061,DLR-05,PLN-S300,12/15/2025,
S-93679,C-39062,DLR-10 ,PLN-B60,12/07/2022,
S-93680,C-39062,DLR-08,PLN-YTH,06/17/2024,12/20/2024
S-93681,C-39063,DLR-09,PLN-B60,05/01/2025,
S-93682,C-39064,DLR-03,PLN-FAM,02/10/2023,
S-93683,C-39065,DLR-01,PLN-S100,12/29/2021,
S-93684,C-39065,DLR-4,PLN-S200,08/31/2022,02/14/2023
S-93685,C-39066,DLR-05,PLN-B60,08/17/2025,
S-93686,C-39067,DLR-09,PLN-YTH,10/24/2025,
S-93687,C-39068,DLR-09,PLN-S200,05/01/2023,08/26/2023
S-93688,C-39069,DLR-09,PLN-B60,12/06/2025,
S-93689,C-39070,DLR-10,PLN-S100,12/10/2025,
S-93690,C-39071,DLR-03,PLN-YTH,12/19/2023,09/05/2024
S-93691,C-39072,DLR-07,PLN-S200,04/27/2024,
S-93692,C-39073,DLR-05,PLN-S100,04/03/2023,06/01/2024
S-93693,C-39074,DLR-09,PLN-T01,07/16/2025,
S-93694,C-39075,DLR-03,PLN-S100,05/10/2023,
S-93695,C-39075,DLR-09,PLN-UMAX,10/30/2024,
S-93696,C-39076,DLR-09,PLN-UMAX,03/11/2023,03/02/2024
S-93697,C-39077,DLR-10,PLN-B60,01/20/2024,
S-93698,C-39077,DLR-01,PLN-U69,02/24/2024,
S-93699,C-39077,dlr-04,PLN-T21,10/30/2024,
S-93700,C-39078,DLR-05,PLN-SNR,06/07/2023,
S-93701,C-39078,DLR-08,PLN-UMAX,09/16/2024,
S-93702,C-39079,DLR-09,PLN-T15,06/10/2023,
S-93703,C-39079,DLR-09,PLN-T12,07/10/2023,08/31/2023
S-93704,C-39080,DLR-01,PLN-UMAX,08/29/2021,02/07/2023
S-93705,C-39081,DLR-01,PLN-YTH,06/17/2024,
S-93706,C-39082,DLR-05,PLN-S100,08/25/2022,
S-93707,C-39082,DLR-01,PLN-SNR,01/11/2024,
S-93708,C-39082,DLR-10,PLN-B60,01/22/2023,
S-93709,C-39083,DLR-06,PLN-B60,08/30/2023,
S-93710,C-39083,DLR-08,PLN-UMAX,07/23/2024,
S-93711,C-39084,DLR-09,PLN-T23,11/25/2025,
S-93712,C-39085,DLR-09,PLN-S100,10/14/2022,
S-93713,C-39085,DLR-02,PLN-U69,11/04/2023,
S-93714,C-39085,DLR-07 ,PLN-YTH,12/08/2023,
S-93715,C-39085,DLR-09,PLN-S200,12/05/2022,02/29/2024
S-93716,C-39086,DLR-03,PLN-UMAX,04/12/2025,10/21/2025
S-93717,C-39087,dlr-09,PLN-FAM,12/13/2022,06/08/2023
S-93718,C-39088,DLR-01,PLN-S300,07/02/2025,
S-93719,C-39089,DLR-01 ,PLN-FAM,09/03/2022,
S-93720,C-39089,DLR-01,PLN-S200,02/14/2023,
S-93721,C-39089,DLR-10,PLN-T03,02/05/2024,
S-93722,C-39089,DLR-06,PLN-T10,11/21/2022,
S-93723,C-39090,DLR-07,PLN-S200,09/26/2022,10/15/2023
S-93724,C-39091,DLR-10,PLN-UMAX,02/05/2023,
S-93725,C-39091,DLR-01,PLN-S100,07/02/2024,
S-93726,C-39092,dlr-03,PLN-SNR,04/02/2025,
S-93727,C-39093,DLR-02,PLN-T07,02/27/2025,
S-93728,C-39094,DLR-09,PLN-YTH,10/22/2021,03/05/2022
S-93729,C-39095,DLR-06,PLN-S100,01/05/2024,12/09/2024
S-93730,C-39096,DLR-04 ,PLN-T10,12/24/2025,
S-93731,C-39097,DLR-03,PLN-S100,05/26/2025,
S-93732,C-39098,DLR-03,PLN-YTH,02/08/2025,
S-93733,C-39099,DLR-04,PLN-UMAX,07/27/2025,
S-93734,C-39100,DLR-10,PLN-YTH,01/24/2025,04/09/2025
S-93735,C-39100,DLR-09,PLN-YTH,08/29/2025,
S-93736,C-39101,DLR-04,PLN-B60,09/26/2024,
S-93737,C-39101,DLR-07,PLN-T20,03/05/2025,
S-93738,C-39102,DLR-04,PLN-S100,03/03/2022,03/25/2023
S-93739,C-39102,DLR-06,PLN-FAM,07/06/2023,
S-93740,C-39103,DLR-04,PLN-U69,07/08/2023,
S-93741,C-39104,dlr-03,PLN-B60,06/30/2022,08/01/2023
S-93742,C-39105,DLR-01 ,PLN-T04,05/28/2022,02/18/2023
S-93743,C-39105,DLR-01,PLN-T10,06/05/2023,
S-93744,C-39106,DLR-04,PLN-T05,01/22/2023,05/30/2023
S-93745,C-39107,DLR-03,PLN-FAM,04/12/2025,
S-93746,C-39108,DLR-04,PLN-YTH,11/21/2024,
S-93747,C-39109,DLR-01,PLN-T10,09/24/2023,
S-93748,C-39110,DLR-02,PLN-B60,06/19/2024,11/02/2025
S-93749,C-39110,DLR-02,PLN-S200,10/03/2024,
S-93750,C-39110,DLR-01,PLN-S200,11/10/2025,
S-93751,C-39111,DLR-03,PLN-B40,05/04/2025,12/08/2025
S-93752,C-39112,dlr-03,PLN-U69,07/06/2022,
S-93753,C-39112,DLR-07,PLN-T23,03/06/2023,
S-93754,C-39112,DLR-03,PLN-S100,04/30/2023,
S-93755,C-39113,DLR-09,PLN-FAM,11/19/2022,
S-93756,C-39114,DLR-03,PLN-S100,02/20/2021,10/13/2024
S-93757,C-39115,DLR-06,PLN-FAM,09/29/2025,
S-93758,C-39116,DLR-09,PLN-B60,02/04/2023,
S-93759,C-39116,DLR-07,PLN-U69,08/02/2023,
S-93760,C-39116,DLR-01,PLN-FAM,10/26/2023,
S-93761,C-39116,DLR-04,PLN-UMAX,07/26/2023,
S-93762,C-39117,DLR-06,PLN-YTH,07/04/2024,02/15/2025
S-93763,C-39118,DLR-9,PLN-UMAX,11/30/2025,
S-93764,C-39119,DLR-06,PLN-T07,09/11/2025,
S-93765,C-39119,DLR-7,PLN-S100,10/28/2025,
S-93766,C-39120,DLR-09,PLN-B60,02/01/2023,08/21/2023
S-93767,C-39120,DLR-03,PLN-SNR,10/16/2023,
S-93768,C-39121,DLR-03,PLN-S100,02/20/2025,08/10/2025
S-93769,C-39122,DLR-07,PLN-FAM,08/30/2023,07/28/2024
S-93770,C-39122,DLR-09,PLN-T04,02/16/2024,02/06/2025
S-93771,C-39123,DLR-03,PLN-B60,05/02/2023,06/02/2023
S-93772,C-39124,DLR-03,PLN-B40,05/09/2025,
S-93773,C-39125,DLR-09,PLN-SNR,07/07/2022,12/11/2024
S-93774,C-39126,DLR-01,PLN-YTH,06/28/2021,04/29/2024
S-93775,C-39127,DLR-01,PLN-YTH,12/17/2024,
S-93776,C-39128,DLR-09,PLN-FAM,06/16/2025,
S-93777,C-39129,DLR-05,PLN-S100,02/06/2025,
S-93778,C-39130,DLR-08,PLN-S100,07/06/2024,
S-93779,C-39130,DLR-03,PLN-T02,09/25/2025,
S-93780,C-39130,DLR-07,PLN-U69,10/19/2025,
S-93781,C-39131,DLR-02,PLN-SNR,03/04/2025,
S-93782,C-39132,DLR-04,PLN-U69,08/21/2025,
S-93783,C-39133,DLR-08,PLN-T02,12/01/2024,
S-93784,C-39133,DLR-03,PLN-B60,04/26/2025,11/28/2025
S-93785,C-39133,DLR-01,PLN-S200,06/10/2025,10/20/2025
S-93786,C-39133,DLR-01,PLN-S200,01/26/2025,
S-93787,C-39134,DLR-03 ,PLN-B60,02/20/2025,
S-93788,C-39135,DLR-08,PLN-FAM,08/11/2025,
S-93789,C-39136,DLR-02,PLN-B60,10/19/2025,
S-93790,C-39137,DLR-03,PLN-T09,07/05/2021,04/17/2024
S-93791,C-39138,DLR-10,PLN-U69,06/08/2023,
S-93792,C-39138,DLR-06,PLN-B40,03/10/2024,
S-93793,C-39138,DLR-06,PLN-S100,09/26/2023,
S-93794,C-39138,DLR-08,PLN-S100,12/20/2023,
S-93795,C-39139,DLR-04,PLN-S200,02/15/2025,
S-93796,C-39140,DLR-10,PLN-B60,06/05/2023,
S-93797,C-39140,DLR-10,PLN-S200,07/21/2024,
S-93798,C-39141,DLR-02,PLN-S200,10/28/2025,
S-93799,C-39142,DLR-03,PLN-B60,03/17/2025,
S-93800,C-39143,DLR-10,PLN-T12,06/30/2021,03/14/2022
S-93801,C-39144,DLR-06,PLN-UMAX,03/13/2023,09/16/2023
S-93802,C-39145,DLR-01,PLN-S100,04/16/2023,10/08/2025
S-93803,C-39145,DLR-04,PLN-S100,12/10/2023,
S-93804,C-39145,DLR-09,PLN-T19,06/12/2023,
S-93805,C-39145,DLR-02,PLN-B60,07/21/2023,
S-93806,C-39146,DLR-01,PLN-S100,04/06/2025,08/16/2025
S-93807,C-39146,DLR-01,PLN-UMAX,10/19/2025,
S-93808,C-39147,DLR-05,PLN-T14,03/08/2023,07/02/2024
S-93809,C-39147,DLR-04,PLN-B60,06/26/2024,
S-93810,C-39147,DLR-10,PLN-T01,07/25/2024,
S-93811,C-39148,DLR-05,PLN-S200,08/11/2025,
S-93812,C-39149,DLR-07,PLN-B40,01/13/2023,
S-93813,C-39150,DLR-03,PLN-YTH,06/10/2025,
S-93814,C-39151,DLR-01 ,PLN-FAM,09/22/2025,
S-93815,C-39152,DLR-09,PLN-SNR,07/12/2022,04/28/2023
S-93816,C-39153,DLR-04,PLN-S200,04/13/2021,
S-93817,C-39154,DLR-09,PLN-YTH,11/30/2021,05/31/2023
S-93818,C-39154,DLR-01,PLN-YTH,01/28/2022,04/08/2025
S-93819,C-39155,DLR-06,PLN-S200,12/02/2022,
S-93820,C-39155,DLR-01,PLN-T04,02/28/2024,
S-93821,C-39155,DLR-01,PLN-SNR,05/10/2024,09/24/2025
S-93822,C-39155,DLR-07,PLN-S200,06/27/2023,
S-93823,C-39155,DLR-4,PLN-YTH,01/24/2024,
S-93824,C-39156,DLR-09,PLN-SNR,10/07/2024,01/08/2025
S-93825,C-39157,DLR-09,PLN-YTH,02/05/2024,
S-93826,C-39158,DLR-06,PLN-S200,04/16/2025,
S-93827,C-39159,DLR-10,PLN-UMAX,07/07/2025,
S-93828,C-39160,DLR-09,PLN-S200,03/10/2022,11/18/2022
S-93829,C-39160,DLR-09,PLN-SNR,10/30/2022,
S-93830,C-39161,DLR-08,PLN-S200,12/13/2024,
S-93831,C-39161,DLR-09,PLN-S200,09/18/2025,
S-93832,C-39162,DLR-09 ,PLN-S100,06/07/2023,
S-93833,C-39162,DLR-10,PLN-SNR,05/05/2024,
S-93834,C-39163,DLR-06,PLN-T05,03/18/2023,06/06/2025
S-93835,C-39164,DLR-09,PLN-B60,12/05/2022,
S-93836,C-39165,DLR-03,PLN-U69,06/11/2022,10/16/2022
S-93837,C-39166,DLR-09,PLN-UMAX,03/05/2025,
S-93838,C-39167,dlr-05,PLN-YTH,06/29/2023,10/10/2024
S-93839,C-39167,DLR-09,PLN-T21,12/08/2024,
S-93840,C-39168,dlr-09,PLN-YTH,05/27/2025,
S-93841,C-39169,DLR-01 ,PLN-S200,06/24/2022,
S-93842,C-39169,DLR-04,PLN-B40,05/06/2023,
S-93843,C-39169,dlr-03,PLN-T19,11/04/2022,
S-93844,C-39169,dlr-07,PLN-S100,10/25/2022,
S-93845,C-39169,DLR-04,PLN-T22,07/15/2023,01/07/2025
S-93846,C-39170,DLR-09,PLN-SNR,04/28/2023,
S-93847,C-39171,DLR-02 ,PLN-FAM,11/21/2022,06/30/2023
S-93848,C-39172,DLR-07,PLN-FAM,01/23/2021,02/20/2023
S-93849,C-39173,dlr-06,PLN-T24,09/09/2024,
S-93850,C-39173,DLR-09,PLN-S100,09/27/2025,
S-93851,C-39174,DLR-1,PLN-T06,05/03/2023,
S-93852,C-39175,DLR-2,PLN-UMAX,03/28/2024,
S-93853,C-39175,DLR-07,PLN-S200,09/24/2024,
S-93854,C-39175,DLR-03,PLN-SNR,12/22/2024,
S-93855,C-39175,DLR-06,PLN-S200,05/10/2025,
S-93856,C-39175,DLR-05,PLN-S100,08/02/2025,
S-93857,C-39176,DLR-09,PLN-S100,09/15/2024,07/05/2025
S-93858,C-39177,DLR-04,PLN-S100,08/08/2025,
S-93859,C-39177,dlr-03,PLN-T15,11/19/2025,
S-93860,C-39178,DLR-07,PLN-S100,02/24/2021,12/12/2025
S-93861,C-39179,DLR-1,PLN-S200,04/10/2024,
S-93862,C-39180,DLR-01,PLN-B40,05/24/2023,
S-93863,C-39181,DLR-09,PLN-UMAX,10/28/2023,
S-93864,C-39181,DLR-03,PLN-UMAX,03/29/2025,10/26/2025
S-93865,C-39181,DLR-09,PLN-T06,06/13/2024,
S-93866,C-39182,DLR-01,PLN-T21,07/05/2021,02/13/2022
S-93867,C-39183,DLR-05,PLN-B60,12/20/2025,
S-93868,C-39184,dlr-09,PLN-U69,07/11/2023,
S-93869,C-39185,DLR-04 ,PLN-FAM,02/16/2025,04/27/2025
S-93870,C-39186,DLR-01,PLN-S200,04/05/2023,12/04/2024
S-93871,C-39186,DLR-04,PLN-SNR,08/28/2024,
S-93872,C-39187,DLR-01,PLN-S200,08/03/2025,11/28/2025
S-93873,C-39187,DLR-01,PLN-S300,10/07/2025,
S-93874,C-39188,DLR-08,PLN-S100,07/22/2024,12/10/2025
S-93875,C-39189,DLR-01,PLN-S300,03/30/2023,02/22/2024
S-93876,C-39190,DLR-02,PLN-T09,04/09/2025,
S-93877,C-39191,DLR-03,PLN-B60,06/29/2021,03/29/2025
